Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,bootstrap,ccp_alpha,criterion,max_depth,max_features,max_leaf_nodes,max_samples,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_estimators,n_jobs,oob_score,random_state,verbose,warm_start,mae,mse,r2,rmse
2022-03-02 00:13:21,77ms,6fd6f4af4acf4e7786de5a6f9399c512,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,110,4,,,,1,10,,1690,,,,,,178785.9235706779,69390269293.451,0.7548633905867087,263420.32817049447
2022-03-01 23:40:55,20ms,78066f3898ce42c9a06d9e641fddf461,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,70,6,,,,2,2,,1660,,,,,,178814.06734419972,70189673162.85959,0.7520393180460769,264933.33720553096
2022-03-04 15:46:57,20.7s,d402d4abdfcb4e5ca3186255f6310a1b,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,0.0,squared_error,70,4,None,None,0.0,2,2,0.0,1330,None,False,1234,0,False,178832.55894895573,69231686334.75407,0.7554236202731118,263119.1485520468
2022-03-04 15:46:27,25ms,3de2b42434cf49a18baa0b6e734b1a28,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,110,4,,,,2,2,,1330,,,,,,178832.55894895573,69231686334.75407,0.7554236202731118,263119.1485520468
2022-03-04 15:44:53,28ms,e5165849b82a47cba3a35a970041470e,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,70,4,,,,2,2,,1330,,,,,,178832.55894895573,69231686334.75407,0.7554236202731118,263119.1485520468
2022-03-01 23:45:09,20ms,c33e011201eb4d44807df69cee01475a,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,80,6,,,,2,5,,1150,,,,,,178835.74619216603,70144598780.0679,0.7521985533607897,264848.25613937486
2022-03-02 00:11:48,25ms,9ef2215de44f40d699d422cf9d5c6f23,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,60,4,,,,1,10,,1855,,,,,,178838.82693742702,69408839266.61974,0.7547977880129497,263455.5736108457
2022-03-02 00:16:50,22ms,df62fcf529684cc2932494e49017a726,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,80,4,,,,1,10,,1765,,,,,,178846.51984281765,69462725611.96791,0.7546074224742824,263557.822141495
2022-03-02 00:07:28,25ms,b4bf01763a1f4bf5936b1fdafbc5d4cf,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,80,4,,,,1,10,,2170,,,,,,178848.4929604246,69388152364.87994,0.7548708691092388,263416.3099826583
2022-03-04 19:48:55,34ms,5d54b2909cdd4ef1a17e025e778790ed,,LOCAL,/Users/samihaddouti/Documents/DHBW 4.Semester/Data Exploration/Project/rd_forest.py,samihaddouti,FINISHED,True,,,80,4,,,,1,10,,2080,,,,,,178849.3122489521,69405756007.32413,0.7548086803143829,263449.72197237966
